,title,author,publisher,description,Amazon_url,times_listed,first_date_listed,last_date_listed,weeks_on_list,worst_rank,best_rank,Amazon_reviews,Amazon_rating,NYT_price,Amazon_price,Amazon_price_as%_NYT_price
91,AN ECHO IN THE BONE,Diana Gabaldon,Delacorte,"The descendants of Jamie Fraser and his wife, Claire, search for clues about their flight from North Carolina during the Revolution; the seventh Outlander novel.",http://www.amazon.com/An-Echo-Bone-Novel-Outlander/dp/0440245680?tag=NYTBS-20,6,2009-10-11,2009-11-15,5,9,14,4849.0,4.7,30.0,9.99,33.3
92,AN IRISH COUNTRY WEDDING,Patrick Taylor,Forge/Tom Doherty,The lives and practices of Irish country doctors in the colorful Ulster village of Ballybucklebo.,http://www.amazon.com/An-Irish-Country-Wedding-Books-ebook/dp/B007XSNHPM?tag=NYTBS-20,1,2012-11-04,2012-11-04,1,14,14,,,24.0,,
93,AN OBJECT OF BEAUTY,Steve Martin,Grand Central,"A young, beautiful and ambitious woman ruthlessly ascends the heights of the Manhattan art world.",http://www.amazon.com/An-Object-Beauty-A-Novel/dp/B005ZO6F2S?tag=NYTBS-20,5,2010-12-12,2011-01-09,5,15,13,330.0,3.7,26.99,7.24,26.82
94,AN OFFICER AND A SPY,Robert Harris,Knopf,"A fictionalized account of the Dreyfus Affair focuses on Lt. Col. Georges Picquart, who discovered evidence exonerating Dreyfus and bravely defended him.",http://www.amazon.com/An-Officer-Spy-A-novel/dp/0385349580?tag=NYTBS-20,3,2014-02-16,2014-03-02,3,9,14,1491.0,4.5,0.0,12.99,inf
95,ANATHEM,Neal Stephenson,William Morrow,An order of cloistered mathematicians and scientists must save their Earth-like planet when catastrophe threatens.,http://www.amazon.com/Anathem-Neal-Stephenson/dp/B003B3NW7G?tag=NYTBS-20,4,2008-09-28,2008-10-19,4,8,1,916.0,4.1,29.95,8.99,30.02
96,AND THE MOUNTAINS ECHOED,Khaled Hosseini,Riverhead,"A multigenerational family saga, by the author of “The Kite Runner,” centering on a brother and sister from a remote, impoverished village in Afghanistan.",http://www.amazon.com/And-Mountains-Echoed-Khaled-Hosseini/dp/1594632383?tag=NYTBS-20,28,2013-06-09,2014-01-19,9,8,11,8097.0,4.2,0.0,12.99,inf
97,ANGEL TIME,Anne Rice,Knopf,"
A contract killer goes back to 13th-century England in search of redemption.",http://www.amazon.com/Angel-Time-Songs-Seraphim-Book-ebook/dp/B002PMVY38?tag=NYTBS-20,1,2009-11-15,2009-11-15,1,13,13,466.0,,25.95,,
98,ANGELOLOGY,Danielle Trussoni,Viking,"A nun is drawn into an ancient struggle against the Nephilim, hybrid offspring of humans and heavenly beings.",http://www.amazon.com/Angelology-A-Novel-Series/dp/0143118463?tag=NYTBS-20,4,2010-03-28,2010-04-18,4,7,10,423.0,3.5,27.95,12.75,45.62
99,THE ANGEL'S GAME,Carlos Ruiz Zafón,Doubleday,A Barcelona writer accepts a sinister commission.,http://www.amazon.com/Angels-Game-Carlos-Ruiz-Zafon/dp/0767931114?tag=NYTBS-20,6,2009-07-05,2009-08-16,5,8,13,588.0,4.2,26.95,8.99,33.36
100,THE ANGELS' SHARE,J R Ward,NAL,The apparent suicide of a Kentucky patriarch is looking more and more like murder. Second book in the Bourbon Kings series.,http://www.amazon.com/Angels-Share-Bourbon-Kings/dp/0451475283?tag=NYTBS-20,1,2016-08-14,2016-08-14,1,15,15,,,0.0,,
101,ANGELS AT THE TABLE,Debbie Macomber,Ballantine,Angels cook up a plan to reunite a young couple.,http://www.amazon.com/Angels-Table-Shirley-Goodness-Christmas-ebook/dp/B007WKE4TE?tag=NYTBS-20,3,2012-11-11,2012-11-25,3,9,13,640.0,4.5,18.0,5.99,33.28
102,ANGELS WALKING,Karen Kingsbury,Howard,,http://www.amazon.com/Angels-Walking-Novel-Karen-Kingsbury/dp/1451687478?tag=NYTBS-20,1,2014-09-21,2014-09-21,0,18,18,,,0.0,,
103,ANOTHER BROOKLYN,Jacqueline Woodson,Amistad/HarperCollins,An adult novel by an award-winning children's book author centers on memories of growing up and the close friendship of four girls.,http://www.amazon.com/Another-Brooklyn-Novel-Jacqueline-Woodson/dp/0062359983?tag=NYTBS-20,2,2016-08-28,2016-09-04,1,20,16,324.0,4.1,0.0,11.99,inf
104,ANOTHER PIECE OF MY HEART,Jane Green,St. Martin’s,"A woman in her late 30s marries the man of her dreams and reaches out to his daughters by his previous marriage, but one of them is determined to destroy her.",http://www.amazon.com/Another-Piece-Heart-Jane-Green-ebook/dp/B00633W2YA?tag=NYTBS-20,1,2012-04-01,2012-04-01,1,16,16,,,25.99,,
105,AND ANOTHER THING...,Eoin Colfer,Hyperion,,http://www.amazon.com/Another-Thing-Hitchhikers-Guide-Galaxy/dp/1401323588?tag=NYTBS-20,1,2009-11-01,2009-11-01,0,20,20,295.0,3.3,0.0,17.9,inf
106,ANY OTHER NAME,Craig Johnson,Viking,"Sheriff Walt Longmire explores a detective’s mysterious death. The 11th book in the Longmire series, the basis of the A&E show.",http://www.amazon.com/Any-Other-Name-Longmire-Mystery-ebook/dp/B00G3L7U0S?tag=NYTBS-20,3,2014-06-01,2014-06-15,2,6,16,979.0,4.7,0.0,,
107,APE HOUSE,Sara Gruen,Spiegel & Grau,"Bonobos disappear from a research laboratory and turn up on reality TV, to the consternation of a scientist who studies them; from the author of “Water for Elephants.”",http://www.amazon.com/Ape-House-Random-Readers-Circle/dp/038552322X?tag=NYTBS-20,3,2010-09-26,2010-10-10,3,8,13,443.0,4.0,26.0,9.86,37.92
108,FATE OF THE JEDI: APOCALYPSE,Troy Denning,LucasBooks,Jedi and Sith reach the endgame in the finale of the Fate of the Jedi series; a “Star Wars” novel.,http://www.amazon.com/Apocalypse-Star-Wars-Fate-Legends-ebook/dp/B005DXOOWE?tag=NYTBS-20,3,2012-04-01,2012-04-15,3,9,16,171.0,4.1,27.0,,
109,APPRENTICE IN DEATH,J D Robb,Berkley,"Lt. Eve Dallas of the N.Y.P.D. is on the case when three skaters are shot by a sniper. By Nora Roberts, writing pseudonymously.",http://www.amazon.com/Apprentice-Death-J-D-Robb/dp/1101987979?tag=NYTBS-20,5,2016-09-25,2016-10-23,4,8,1,2457.0,4.8,0.0,7.99,inf
110,ARCHMAGE,R A Salvatore,Wizards of the Coast,,http://www.amazon.com/Archmage-Legend-Drizzt-Homecoming-Salvatore/dp/0786965754?tag=NYTBS-20,1,2015-09-20,2015-09-20,0,17,17,,4.5,0.0,,
111,ARCTIC DRIFT,Clive Cussler and Dirk Cussler,Putnam,"In his 20th adventure, Dirk Pitt searches for a crucial element that will help reverse global warming.",http://www.amazon.com/Arctic-Drift-Dirk-Novel-Adventure/dp/0399155295?tag=NYTBS-20,8,2008-12-14,2009-02-01,6,9,11,341.0,4.3,27.95,4.99,17.85
112,ARMADA,Ernest Cline,Crown,A teenage gamer helps save the Earth from an alien invasion.,http://www.amazon.com/Armada-A-Novel-Ernest-Cline/dp/0804137250?tag=NYTBS-20,5,2015-08-02,2015-08-30,3,9,18,,3.7,0.0,,
113,AS CHIMNEY SWEEPERS COME TO DUST,Alan Bradley,Delacorte,"The chemist and sleuth Flavia de Luce, now 12 and in boarding school in Canada, discovers a mummified body.",http://www.amazon.com/As-Chimney-Sweepers-Come-Dust/dp/0345539931?tag=NYTBS-20,1,2015-01-25,2015-01-25,1,3,3,,,0.0,,
114,AS THE CROW FLIES,Craig Johnson,Viking,,http://www.amazon.com/As-Crow-Flies-Longmire-Mysteries/dp/0670023515?tag=NYTBS-20,1,2012-06-03,2012-06-03,0,17,17,608.0,4.7,0.0,11.99,inf
115,ASCENSION,Christie Golden,LucasBooks,"The Jedi face the Sith, a deposed dictator and an evil entity hungry to become a god; a “Star Wars: Fate of the Jedi” book.",http://www.amazon.com/Ascension-Star-Wars-Fate-Legends-ebook/dp/B004J4WM7M?tag=NYTBS-20,2,2011-08-28,2011-09-04,2,7,16,203.0,4.1,27.0,7.99,29.59
116,ASHLEY BELL,Dean Koontz,Bantam,"A young Southern California writer who survived a fatal diagnosis sets out to find a woman she has been told she must save, overcoming many obstacles in the process.",http://www.amazon.com/Ashley-Bell-Novel-Dean-Koontz-ebook/dp/B00VCZOKM6?tag=NYTBS-20,6,2015-12-27,2016-01-31,5,17,12,1919.0,3.9,0.0,9.99,inf
117,THE ASSASSINATION OPTION,W E B Griffin and William E Butterworth IV,Putnam,The second novel in a new series about the Cold War and the early C.I.A.,http://www.amazon.com/Assassination-Option-Clandestine-Operations-Novel/dp/039917124X?tag=NYTBS-20,1,2015-01-18,2015-01-18,1,7,7,689.0,4.2,0.0,9.99,inf
118,ASSEGAI,Wilbur Smith,Thomas Dunne/St. Martin’s,A professional hunting  guide in British East Africa on the brink of World War I spies on a German client and his mysterious mistress.,http://www.amazon.com/Assegai-Wilbur-Smith/dp/0312570406?tag=NYTBS-20,3,2009-05-31,2009-06-14,3,9,13,231.0,4.3,27.95,9.99,35.74
119,AT THE EDGE OF THE ORCHARD,Tracy Chevalier,Viking,Two generations of 19th-century American pioneer life unfold in Chevalier’s eighth novel.,http://www.amazon.com/At-Edge-Orchard-Tracy-Chevalier/dp/0525953000?tag=NYTBS-20,2,2016-04-03,2016-04-10,1,19,14,375.0,3.9,0.0,4.99,inf
120,AT THE WATER'S EDGE,Sara Gruen,Spiegel & Grau,"In the course of a search for the Loch Ness monster, a Philadelphia socialite uncovers secrets about her husband.",http://www.amazon.com/At-Waters-Edge-A-Novel/dp/0385523238?tag=NYTBS-20,10,2015-04-19,2015-06-21,7,8,10,2690.0,3.9,0.0,12.99,inf
121,AVENUE OF MYSTERIES,John Irving,Simon & Schuster,"In Irving’s 14th novel, a Mexican writer on a journey to the Philippines recalls his escape from a humble childhood.",http://www.amazon.com/Avenue-Mysteries-John-Irving/dp/1451664168?tag=NYTBS-20,3,2015-11-22,2016-01-03,2,5,15,597.0,3.4,0.0,12.99,inf
122,BACK OF BEYOND,C J Box,Minotaur,"Cody Hoyt, a brilliant cop and an alcoholic struggling with two months of sobriety, is determined to find his mentor’s killer.",http://www.amazon.com/Back-Beyond-C-J-Box/dp/0312365748?tag=NYTBS-20,1,2011-08-21,2011-08-21,1,15,15,550.0,4.4,25.99,40.0,153.91
123,BACK TO BLOOD,Tom Wolfe,"Little, Brown","A Cuban-American cop is a hero turned pariah in Miami, where ethnic and class tensions threaten to explode.",http://www.amazon.com/Back-Blood-Novel-Tom-Wolfe/dp/0316036315?tag=NYTBS-20,4,2012-11-11,2012-12-02,3,4,11,640.0,3.3,30.0,9.85,32.83
124,BACKFIRE,Catherine Coulter,Putnam,The F.B.I. agents Dillon Savich and Lacey Sherlock investigate the murder of a judge.,http://www.amazon.com/Backfire-FBI-Thriller-Catherine-Coulter-ebook/dp/B00740GOJA?tag=NYTBS-20,4,2012-07-29,2012-08-19,4,6,12,,,26.95,,
125,BAD BLOOD,Dana Stabenow,Minotaur,"Kate Shugak, an Aleut private investigator, must sort out murders motivated by revenge between two Alaska towns. ",http://www.amazon.com/Bad-Blood-Kate-Shugak-Mysteries/dp/0312550650?tag=NYTBS-20,1,2013-03-17,2013-03-17,1,14,14,392.0,3.8,25.99,12.15,46.75
126,BAD BLOOD,John Sandford,Putnam,Virgil Flowers is summoned to investigate a monstrous multigenerational conspiracy.,http://www.amazon.com/Bad-Blood-Virgil-Flowers-novel/dp/0399156909?tag=NYTBS-20,4,2010-10-10,2010-10-31,4,9,11,751.0,4.4,27.95,4.99,17.85
127,BAD MONKEY,Carl Hiaasen,Knopf,"Andrew Yancy, a defrocked Miami detective turned restaurant inspector, investigates a grisly murder.",http://www.amazon.com/Bad-Monkey-Carl-Hiaasen/dp/0446556149?tag=NYTBS-20,10,2013-06-30,2013-09-01,9,8,11,,,0.0,,
128,BAD MOON RISING,Sherrilyn Kenyon,St. Martin’s,Book 18 of the Dark-Hunter paranormal series.,http://www.amazon.com/Bad-Moon-Rising-Dark-Hunter-Novels-ebook/dp/B002KLHER4?tag=NYTBS-20,3,2009-08-23,2009-09-06,2,19,1,279.0,,24.99,,
129,BADLANDS,C J Box,Minotaur,"Detective Cassie Dewell must deal with a drug-gang war in a North Dakota oil boomtown, where a paperboy has accidentally taken possession of a shipment.",http://www.amazon.com/Badlands-Novel-C-J-Box/dp/0312583214?tag=NYTBS-20,3,2015-08-16,2015-08-30,2,5,15,798.0,,0.0,18.99,inf
130,A BANQUET OF CONSEQUENCES,Elizabeth George,Viking,"Can a suicide in Dorset be connected to a poisoning in Cambridge? In the 19th novel in a series, the Scotland Yard detectives Thomas Lynley and Barbara Havers investigate.",http://www.amazon.com/Banquet-Consequences-Lynley-Novel/dp/0525954333?tag=NYTBS-20,3,2015-11-15,2015-11-29,2,4,12,1319.0,4.1,0.0,12.99,inf
131,BARK,Lorrie Moore,Knopf,Moore’s first story collection in 16 years.,http://www.amazon.com/Bark-Stories-Lorrie-Moore/dp/0307594130?tag=NYTBS-20,1,2014-03-16,2014-03-16,1,13,13,157.0,3.6,0.0,12.99,inf
132,BARKSKINS,Annie Proulx,Scribner,The Pulitzer Prize-winning novelist traces the destruction of the world’s forests over 300 years as it follows the descendants of two families.,http://www.amazon.com/Barkskins-Novel-Annie-Proulx/dp/0743288785?tag=NYTBS-20,4,2016-07-03,2016-07-24,2,19,11,871.0,,0.0,,
133,BASKETBALL JONES,E Lynn Harris,Doubleday,An N.B.A. star hides his male lover.,http://www.amazon.com/Basketball-Jones-E-Lynn-Harris/dp/0767926277?tag=NYTBS-20,3,2009-02-15,2009-03-01,2,19,11,158.0,4.4,22.95,10.99,47.89
134,BEACH TOWN,Mary Kay Andrews,St. Martin's,Complications arise when a Hollywood location scout tries to arrange a shoot in a Florida Gulf Coast town.,http://www.amazon.com/Beach-Town-Mary-Kay-Andrews/dp/1250065933?tag=NYTBS-20,4,2015-06-07,2015-06-28,3,6,11,782.0,4.1,0.0,9.99,inf
135,BEARERS OF THE BLACK STAFF (LEGENDS OF SHANNARA),Terry Brooks,Del Rey/Ballantine,The denizens of a valley are left vulnerable when their protective layer of magic disappears.,http://www.amazon.com/Bearers-Black-Staff-Legends-Shannara/dp/0345484177?tag=NYTBS-20,3,2010-09-12,2010-09-26,2,5,14,309.0,4.4,27.0,20.6,76.3
136,BEASTLY THINGS,Donna Leon,Atlantic Monthly,Commissario Guido Brunetti of Venice investigates the death of a man who loved animals.,http://www.amazon.com/Beastly-Things-Commissario-Brunetti-Mysteries-ebook/dp/B007P5WE5M?tag=NYTBS-20,2,2012-04-22,2012-04-29,1,19,10,256.0,4.3,25.0,,
137,BEAT THE REAPER,Josh Bazell,"Little, Brown",A former hit man for the mob who has become a doctor is threatened when a gangster patient recognizes him.,http://www.amazon.com/Beat-Reaper-Novel-Josh-Bazell/dp/0316032212?tag=NYTBS-20,2,2009-02-01,2009-02-08,2,14,13,389.0,4.0,24.99,9.99,39.98
138,BEATRICE AND VIRGIL,Yann Martel,Spiegel & Grau,"The tragic fate of the title characters, a donkey named Beatrice and a monkey named Virgil, stuffed animals in a taxidermy shop, is an allegory for the Holocaust; from the author of “The Life of Pi.”",http://www.amazon.com/Beatrice-Virgil-Novel-Yann-Martel-ebook/dp/B0036S0F3K?tag=NYTBS-20,2,2010-05-02,2010-05-09,2,16,13,264.0,,24.0,,
139,BEAUTIFUL DAY,Elin Hilderbrand,"Reagan Arthur/Little, Brown",Various sorts of disaster threaten a Nantucket wedding. ,http://www.amazon.com/Beautiful-Day-Novel-Elin-Hilderbrand-ebook/dp/B00A2DKQ72?tag=NYTBS-20,5,2013-07-14,2013-08-11,3,9,18,804.0,4.3,0.0,7.99,inf
140,BEAUTIFUL RUINS,Jess Walter,Harper/HarperCollins,"Ruins both emotional and architectural, in Italy, Hollywood and elsewhere, figure in this sweeping novel.",http://www.amazon.com/Beautiful-Ruins-Novel-Jess-Walter/dp/0061928178?tag=NYTBS-20,6,2012-07-15,2012-08-19,4,19,11,2901.0,3.9,25.99,11.49,44.21
141,BEAUTIFUL SACRIFICE,Elizabeth Lowell,Morrow/HarperCollins Publishers,"An archaeologist is drawn into a hunt for missing Mayan artifacts, possibly related to the prophecy about the end of the world.",http://www.amazon.com/Beautiful-Sacrifice-Novel-Elizabeth-Lowell/dp/B00DPO39GK?tag=NYTBS-20,1,2012-06-10,2012-06-10,1,14,14,,3.4,25.99,,
142,BEAUTIFUL YOU,Chuck Palahniuk,Doubleday,A Manhattan lawyer inadvertently becomes a test subject for a line of sex toys.,http://www.amazon.com/Beautiful-You-Novel-Chuck-Palahniuk/dp/0385538030?tag=NYTBS-20,2,2014-11-09,2014-11-16,2,5,16,351.0,3.0,0.0,10.99,inf
143,BEAUTY'S KINGDOM,AN Roquelaure,Viking,"Twenty years after the end of the Beauty trilogy, Queen Beauty and King Laurent return to the kingdom of Bellavalten as erotic reformers; by Anne Rice, writing pseudonymously.",http://www.amazon.com/Beautys-Kingdom-A-N-Roquelaure/dp/0525427996?tag=NYTBS-20,1,2015-05-10,2015-05-10,1,12,12,,,0.0,,
144,BEFORE THE FALL,Noah Hawley,Grand Central,"After a private jet crashes, a firestorm of media madness ensues.",http://www.amazon.com/Before-Fall-Noah-Hawley-ebook/dp/B0151YQUTE?tag=NYTBS-20,14,2016-06-19,2016-09-18,9,9,10,4075.0,4.0,0.0,9.99,inf
145,BEFORE I GO TO SLEEP,S J Watson,Harper/HarperCollins,"After a mysterious accident, an amnesiac cannot remember her past or form new memories.",http://www.amazon.com/Before-Go-Sleep-S-Watson/dp/0062060562?tag=NYTBS-20,5,2011-07-03,2011-08-14,2,7,16,3756.0,4.1,25.99,11.99,46.13
146,BEHIND CLOSED DOORS,B A Paris,St. Martin’s,"What cracks exist in an ""it couple's"" relationship?",http://www.amazon.com/Behind-Closed-Doors-intriguing-psychological/dp/1250121000?tag=NYTBS-20,5,2016-08-28,2016-09-25,3,19,15,5050.0,4.1,0.0,9.99,inf
147,BEING ELIZABETH,Barbara Taylor Bradford,St. Martin’s,A 25-year-old newly in control of her family’s corporate empire faces tough choices in business and in love.,http://www.amazon.com/Being-Elizabeth-Barbara-Taylor-Bradford/dp/0312354630?tag=NYTBS-20,2,2008-09-07,2008-09-14,1,18,12,93.0,3.6,27.95,7.99,28.59
148,BEL-AIR DEAD,Stuart Woods,Putnam,The New York lawyer Stone Barrington makes enemies when he represents a widow in the sale of a world-famous movie studio.,http://www.amazon.com/Bel-Air-Dead-Stone-Barrington-Novel-ebook/dp/B004LRPDP0?tag=NYTBS-20,4,2011-05-15,2011-06-05,3,3,12,211.0,4.2,25.95,9.99,38.5
149,BELIEVING THE LIE,Elizabeth George,Dutton,Inspector Thomas Lynley’s investigation of a murder unearths the secrets of a wealthy clan.,http://www.amazon.com/Believing-Lie-Inspector-Lynley-Novel/dp/0451237692?tag=NYTBS-20,4,2012-01-29,2012-02-19,4,8,1,,,28.95,14.86,51.33
150,BEST FRIENDS FOREVER,Jennifer Weiner,Atria,"Childhood friends, estranged in high school, reunite years later when the popular one needs the mousy one’s help.",http://www.amazon.com/Best-Friends-Forever-Jennifer-Weiner/dp/0743294297?tag=NYTBS-20,7,2009-08-02,2009-09-13,7,7,1,334.0,3.4,26.99,11.99,44.42
151,BEST KEPT SECRET,Jeffrey Archer,St. Martin's,"In Volume 3 of the Clifton Chronicles, the focus shifts to a new generation — Sebastian, the son of Harry and Emma Clifton. ",http://www.amazon.com/Best-Kept-Secret-Clifton-Chronicles/dp/1250040779?tag=NYTBS-20,5,2013-05-19,2013-06-16,5,4,10,2431.0,4.3,0.0,9.99,inf
152,BETRAYAL,Danielle Steel,Delacorte Press,A happy and successful Hollywood director discovers that someone is embezzling large sums of her money.,http://www.amazon.com/Betrayal-A-Novel-Danielle-Steel-ebook/dp/B005BUG6TI?tag=NYTBS-20,6,2012-04-15,2012-05-27,5,7,12,632.0,4.4,28.0,7.99,28.54
153,BETRAYAL OF TRUST,J A Jance,Morrow/HarperCollins,"A teenage girl is murdered on film, and the Seattle investigator J.P. Beaumont must find out who sent the video to the governor’s grandson.",http://www.amazon.com/Betrayal-Trust-J-Beaumont-Novel-ebook/dp/B004MMEIKU?tag=NYTBS-20,2,2011-07-24,2011-07-31,1,9,19,426.0,4.5,25.99,,
154,BETRAYED,Lisa Scottoline,St. Martin's,"Judy Carrier, a lawyer at Rosato & Associates, investigates the death of her aunt’s housekeeper while dealing with her own emotional upheavals.",http://www.amazon.com/Betrayed-Rosato-Associates-Novel-DiNunzio/dp/1250027705?tag=NYTBS-20,1,2014-12-14,2014-12-14,1,12,12,,4.1,0.0,,
155,BEYOND THE ICE LIMIT,Douglas Preston and Lincoln Child,Grand Central,"In a sequel to “The Ice Limit” (2000), Gideon Crew pursues a meteorite that has sunk to the ocean floor. Or is it only a meteorite?",http://www.amazon.com/Beyond-Ice-Limit-Gideon-Novel-ebook/dp/B016JC0SPO?tag=NYTBS-20,2,2016-06-05,2016-06-12,2,7,15,,,0.0,,
156,BIG GIRL,Danielle Steel,Delacorte,A young woman with a weight problem worries about her sister’s engagement to a man very much like their narcissistic father.,http://www.amazon.com/Big-Girl-Novel-Danielle-Steel/dp/0440245214?tag=NYTBS-20,5,2010-03-14,2010-04-11,4,7,12,365.0,3.5,28.0,7.99,28.54
157,BIG LITTLE LIES,Liane Moriarty,Amy Einhorn/Putnam,"Who will end up dead, and how, when three mothers with children in the same school become friends?",http://www.amazon.com/Big-Little-Lies-Liane-Moriarty-ebook/dp/B00HDMMISA?tag=NYTBS-20,20,2014-08-17,2015-03-15,9,9,1,16090.0,4.5,0.0,9.99,inf
158,BITE ME,Christopher Moore,Morrow/HarperCollins,Saving San Francisco from a vampyre cat.,http://www.amazon.com/Bite-Me-A-Love-Story/dp/0061779725?tag=NYTBS-20,3,2010-04-11,2010-04-25,2,9,19,234.0,4.3,23.99,13.42,55.94
159,BITTERSWEET,Miranda Beverly-Whittemore,Crown,"Mabel, a scholarship student, is surprised when her blue-blooded roommate, Genevra Winslow,  invites her to spend the summer at the Winslow family's Vermont estate. It seems idyllic, but discovering the Winslows' secrets is dangerous.",http://www.amazon.com/Bittersweet-A-Novel-Miranda-Beverly-Whittemore/dp/0804138567?tag=NYTBS-20,1,2014-06-01,2014-06-01,0,20,20,707.0,3.7,0.0,8.8,inf
160,BLACK HILLS,Nora Roberts,Putnam,"A South Dakota wildlife biologist and an ex-cop, childhood sweethearts, reunite to pursue a serial killer.",http://www.amazon.com/Black-Hills-Nora-Roberts/dp/0399155872?tag=NYTBS-20,5,2009-07-26,2009-08-23,5,8,1,695.0,4.6,26.95,7.99,29.65
